TSV 1860 Muenchen,1 FC Schweinfurt 05,1946-10-13,0,1
Waldhof Mannheim,Karlsruher FV,1946-10-13,3,1
FC Augsburg,FSV Frankfurt,1946-10-13,4,1
Spvgg Greuther Fuerth,Stuttgarter Kickers,1946-10-20,1,1
Kickers Offenbach,FC Augsburg,1946-10-20,6,2
Waldhof Mannheim,1 FC Nuernberg,1946-10-20,1,8
TSV Schwaben Augsburg,TSV 1860 Muenchen,1946-10-20,2,1
Karlsruher FV,Viktoria Aschaffenburg,1946-10-20,3,3
1 FC Schweinfurt 05,Eintracht Frankfurt,1946-10-20,2,2
Bayern Muenchen,VFL Neckarau,1946-10-20,3,0
VFR Mannheim,Karlsruher SC,1946-10-20,1,0
FSV Frankfurt,Eintracht Bamberg,1946-10-20,0,2
FC Augsburg,Spvgg Greuther Fuerth,1946-10-27,2,1
Karlsruher SC,1 FC Schweinfurt 05,1946-10-27,0,1
TSV 1860 Muenchen,Karlsruher FV,1946-10-27,2,1
Waldhof Mannheim,Bayern Muenchen,1946-10-27,1,1
VFL Neckarau,Viktoria Aschaffenburg,1946-10-27,7,0
1 FC Nuernberg,FSV Frankfurt,1946-10-27,4,0
SSV Ulm 1846,VFR Mannheim,1946-10-27,2,0
Stuttgarter Kickers,Kickers Offenbach,1946-10-27,3,3
Eintracht Frankfurt,Vfb Stuttgart,1946-10-27,1,1
Eintracht Bamberg,TSV Schwaben Augsburg,1946-10-27,0,2
Eintracht Bamberg,TSV 1860 Muenchen,1946-11-03,0,2
Viktoria Aschaffenburg,FC Augsburg,1946-11-03,2,1
FSV Frankfurt,Stuttgarter Kickers,1946-11-03,0,2
Bayern Muenchen,Karlsruher SC,1946-11-03,2,3
Kickers Offenbach,SSV Ulm 1846,1946-11-03,2,2
Karlsruher FV,VFL Neckarau,1946-11-03,2,2
TSV Schwaben Augsburg,Waldhof Mannheim,1946-11-03,5,1
Vfb Stuttgart,1 FC Schweinfurt 05,1946-11-03,1,0
VFR Mannheim,1 FC Nuernberg,1946-11-03,2,1
Spvgg Greuther Fuerth,Eintracht Frankfurt,1946-11-03,2,1
VFL Neckarau,Eintracht Bamberg,1946-11-10,2,0
Stuttgarter Kickers,TSV Schwaben Augsburg,1946-11-10,2,1
Eintracht Frankfurt,Karlsruher FV,1946-11-10,2,0
Waldhof Mannheim,Kickers Offenbach,1946-11-10,0,1
TSV 1860 Muenchen,FSV Frankfurt,1946-11-10,3,0
FC Augsburg,SSV Ulm 1846,1946-11-10,4,0
1 FC Nuernberg,Bayern Muenchen,1946-11-10,5,0
1 FC Schweinfurt 05,VFR Mannheim,1946-11-10,0,1
Viktoria Aschaffenburg,Vfb Stuttgart,1946-11-10,1,2
Karlsruher SC,Spvgg Greuther Fuerth,1946-11-10,1,0
FSV Frankfurt,Karlsruher SC,1946-11-17,2,0
Bayern Muenchen,FC Augsburg,1946-11-17,5,1
TSV Schwaben Augsburg,VFL Neckarau,1946-11-17,5,2
Kickers Offenbach,Eintracht Frankfurt,1946-11-17,1,1
Vfb Stuttgart,Waldhof Mannheim,1946-11-17,2,1
VFR Mannheim,TSV 1860 Muenchen,1946-11-17,1,2
1 FC Schweinfurt 05,Stuttgarter Kickers,1946-11-17,1,1
Karlsruher FV,1 FC Nuernberg,1946-11-17,0,1
Spvgg Greuther Fuerth,Viktoria Aschaffenburg,1946-11-17,4,1
SSV Ulm 1846,Eintracht Bamberg,1946-11-17,2,1
Eintracht Bamberg,Karlsruher SC,1946-11-24,2,1
FSV Frankfurt,Bayern Muenchen,1946-11-24,2,0
Karlsruher FV,1 FC Schweinfurt 05,1946-11-24,1,0
Vfb Stuttgart,SSV Ulm 1846,1946-11-24,1,0
FC Augsburg,VFR Mannheim,1946-11-24,2,1
Viktoria Aschaffenburg,TSV Schwaben Augsburg,1946-11-24,1,4
TSV 1860 Muenchen,Stuttgarter Kickers,1946-11-24,2,0
Kickers Offenbach,Spvgg Greuther Fuerth,1946-11-24,2,3
Waldhof Mannheim,Eintracht Frankfurt,1946-11-24,2,0
1 FC Nuernberg,VFL Neckarau,1946-11-24,6,0
SSV Ulm 1846,TSV 1860 Muenchen,1946-12-01,0,2
VFR Mannheim,Viktoria Aschaffenburg,1946-12-01,5,2
Bayern Muenchen,Vfb Stuttgart,1946-12-01,1,3
TSV Schwaben Augsburg,Karlsruher FV,1946-12-01,3,0
VFL Neckarau,FSV Frankfurt,1946-12-01,1,1
Stuttgarter Kickers,Waldhof Mannheim,1946-12-01,2,1
Eintracht Frankfurt,1 FC Nuernberg,1946-12-01,1,1
Spvgg Greuther Fuerth,Eintracht Bamberg,1946-12-01,4,0
1 FC Schweinfurt 05,Kickers Offenbach,1946-12-01,4,1
Eintracht Bamberg,Viktoria Aschaffenburg,1946-12-08,3,1
TSV 1860 Muenchen,Kickers Offenbach,1946-12-08,6,0
Karlsruher FV,Bayern Muenchen,1946-12-08,2,1
FC Augsburg,Eintracht Frankfurt,1946-12-08,1,2
Vfb Stuttgart,VFR Mannheim,1946-12-08,4,0
SSV Ulm 1846,TSV Schwaben Augsburg,1946-12-08,1,1
FSV Frankfurt,Spvgg Greuther Fuerth,1946-12-08,0,0
1 FC Nuernberg,Karlsruher SC,1946-12-08,8,0
Waldhof Mannheim,VFL Neckarau,1946-12-08,1,0
TSV Schwaben Augsburg,FSV Frankfurt,1946-12-15,1,1
Stuttgarter Kickers,FC Augsburg,1946-12-15,0,3
Bayern Muenchen,SSV Ulm 1846,1946-12-15,0,1
Karlsruher SC,Waldhof Mannheim,1946-12-15,2,4
Kickers Offenbach,Karlsruher FV,1946-12-15,4,1
VFL Neckarau,1 FC Schweinfurt 05,1946-12-15,2,2
Viktoria Aschaffenburg,1 FC Nuernberg,1946-12-15,1,0
Spvgg Greuther Fuerth,Vfb Stuttgart,1946-12-15,3,0
Eintracht Frankfurt,Eintracht Bamberg,1946-12-15,6,0
FSV Frankfurt,Kickers Offenbach,1946-12-22,1,0
Karlsruher SC,Eintracht Frankfurt,1946-12-22,3,2
SSV Ulm 1846,Waldhof Mannheim,1946-12-22,4,0
FC Augsburg,VFL Neckarau,1946-12-22,4,3
Vfb Stuttgart,TSV Schwaben Augsburg,1946-12-22,0,2
1 FC Schweinfurt 05,Bayern Muenchen,1946-12-22,2,0
VFR Mannheim,Spvgg Greuther Fuerth,1946-12-22,0,0
1 FC Nuernberg,Stuttgarter Kickers,1946-12-22,3,1
TSV 1860 Muenchen,Viktoria Aschaffenburg,1946-12-22,9,0
Eintracht Frankfurt,FSV Frankfurt,1946-12-26,1,1
Spvgg Greuther Fuerth,1 FC Nuernberg,1946-12-26,1,3
Bayern Muenchen,TSV 1860 Muenchen,1946-12-26,1,1
TSV Schwaben Augsburg,FC Augsburg,1946-12-26,1,1
Karlsruher FV,Karlsruher SC,1946-12-26,0,0
SSV Ulm 1846,VFL Neckarau,1946-12-26,2,2
Eintracht Bamberg,1 FC Schweinfurt 05,1946-12-26,0,1
Stuttgarter Kickers,Vfb Stuttgart,1946-12-29,1,3
Waldhof Mannheim,VFR Mannheim,1946-12-29,3,0
